Stage,Time
asleep,23:22:30
restless,01:29:30
asleep,01:32:30
restless,01:33:30
asleep,01:35:30
restless,02:22:30
asleep,02:23:30
restless,02:32:30
asleep,02:34:30
restless,02:36:30
asleep,02:38:30
restless,03:58:30
asleep,04:00:30
restless,04:01:30
asleep,04:04:30
restless,04:59:30
asleep,05:01:30
restless,05:02:30
asleep,05:05:30
restless,05:58:30
asleep,06:00:30
restless,06:20:30
asleep,06:21:30
restless,06:27:30
