Stage,Time
wake,21:58:00
light,22:05:00
deep,00:26:00
light,00:32:00
rem,01:34:00
wake,01:39:00
light,01:52:00
deep,02:23:00
wake,02:59:30
light,03:08:30
rem,03:15:30
light,03:24:00
rem,04:40:30
light,04:56:30
deep,05:15:30
wake,05:50:30
light,06:05:00
wake,06:15:00
light,06:20:00
wake,06:44:00
light,07:17:00
wake,08:08:00
