Stage,Time
light,21:18:30
rem,23:44:30
wake,23:56:00
light,00:07:30
deep,00:51:30
light,00:57:30
rem,00:59:00
light,01:19:00
wake,01:35:30
light,01:40:00
deep,02:12:00
light,02:17:00
rem,03:54:30
light,04:35:00
wake,05:19:30
light,05:30:00
rem,05:31:00
wake,05:49:30
light,06:03:00
deep,06:30:00
light,06:36:30
deep,06:37:00
light,06:41:30
rem,06:46:00
wake,06:55:00
