Stage,Time
light,21:57:00
rem,23:42:30
wake,00:08:00
light,00:17:00
deep,00:32:00
light,00:47:00
deep,01:19:00
rem,01:36:30
wake,01:53:00
light,01:59:00
wake,02:01:00
light,02:09:00
rem,03:20:30
wake,03:26:00
light,03:30:30
wake,03:33:00
light,03:41:00
wake,03:53:30
light,04:02:30
rem,05:15:00
light,05:20:00
deep,05:45:30
light,05:51:00
rem,06:10:30
light,06:31:30
wake,06:32:30
light,06:40:00
wake,07:20:30
light,07:24:00
wake,07:37:30
