Stage,Time
restless,21:33:00
awake,21:37:00
restless,21:38:00
asleep,21:41:00
restless,21:57:00
asleep,21:58:00
restless,21:59:00
asleep,22:00:00
restless,00:13:00
asleep,00:15:00
restless,00:18:00
asleep,00:19:00
restless,02:10:00
awake,02:14:00
restless,02:18:00
awake,02:19:00
restless,02:25:00
