Stage,Time
light,22:11:30
wake,22:25:00
light,22:29:00
rem,23:52:00
light,00:07:00
deep,00:25:30
light,00:47:00
wake,00:50:00
light,00:54:00
wake,00:56:00
light,01:05:00
deep,01:21:00
light,01:42:00
wake,01:47:30
light,02:15:00
deep,02:59:30
light,03:05:30
rem,03:30:30
wake,03:59:30
light,04:06:00
rem,04:10:00
light,04:14:30
rem,04:36:00
light,04:44:00
wake,05:10:00
light,05:17:00
wake,06:14:30
