Stage,Time
light,21:36:30
wake,21:43:00
light,21:52:00
rem,23:44:00
light,00:02:30
rem,02:14:00
wake,02:18:30
light,02:26:00
wake,02:29:00
light,02:46:00
deep,03:04:00
light,03:49:00
rem,03:51:00
light,04:15:00
rem,04:24:30
wake,04:29:00
light,04:40:00
deep,04:59:00
light,05:04:30
deep,05:11:30
light,05:35:00
wake,05:39:30
light,05:45:00
deep,06:16:30
light,06:23:30
wake,06:28:30
rem,06:34:00
light,06:40:30
