Stage,Time
light,20:44:00
wake,21:21:00
light,21:26:00
deep,22:13:00
light,22:19:00
deep,22:35:00
light,22:40:30
wake,22:47:00
light,22:51:30
deep,23:13:30
light,23:20:00
deep,23:59:00
light,00:04:30
wake,00:36:30
light,00:46:30
deep,01:21:00
light,01:26:00
rem,01:47:30
light,02:10:00
rem,02:27:00
light,02:32:00
deep,03:04:30
light,03:11:30
rem,03:29:30
light,04:13:00
rem,05:23:00
wake,05:30:00
light,05:42:30
rem,05:45:00
light,05:53:00
wake,05:59:30
light,06:07:00
wake,07:13:00
