Stage,Time
light,22:16:30
wake,23:19:00
light,23:28:00
deep,23:50:30
light,00:02:30
wake,00:39:00
light,00:51:00
wake,00:54:00
light,01:01:00
rem,01:04:30
light,01:36:30
rem,01:52:00
light,01:56:30
rem,02:49:30
light,02:55:30
rem,03:23:00
light,03:33:30
deep,04:26:00
light,04:46:00
wake,05:18:00
light,05:23:30
rem,05:25:00
light,05:31:30
wake,06:00:00
light,06:05:00
wake,06:18:30
light,06:29:00
rem,06:31:00
light,06:35:30
wake,06:40:00
