Stage,Time
wake,20:35:30
light,20:36:00
deep,22:24:30
light,22:29:00
deep,22:41:00
light,22:46:30
wake,23:28:30
light,23:38:00
wake,23:56:00
light,00:12:00
wake,01:39:00
light,02:00:30
deep,02:27:00
light,02:32:30
wake,03:01:00
light,03:11:00
wake,03:14:00
light,03:29:00
deep,03:39:00
light,03:43:30
deep,03:52:00
wake,04:20:00
rem,04:36:30
wake,04:41:30
light,04:47:00
rem,04:50:30
light,04:55:30
rem,05:16:30
light,05:31:30
wake,06:35:00
light,06:39:30
rem,07:14:00
light,07:51:00
wake,07:59:30
