Stage,Time
light,23:25:00
deep,00:11:00
light,00:33:00
deep,00:36:30
light,01:03:00
deep,01:10:30
light,01:19:00
rem,02:03:00
light,02:08:00
rem,02:19:00
light,02:32:30
rem,02:44:00
light,02:49:00
wake,03:58:30
light,04:05:00
rem,04:54:30
wake,05:00:00
light,05:14:00
wake,05:58:00
light,06:03:00
rem,06:04:00
wake,06:39:30
