Time,Heart Rate
02:43:02,70
02:43:05,70
02:43:08,70
02:43:11,70
02:43:12,73
02:43:14,73
02:43:17,73
02:43:19,73
02:43:22,73
02:43:23,73
02:43:24,73
02:43:27,73
02:43:30,73
02:43:33,73
02:43:35,74
02:43:38,74
02:43:41,74
02:43:43,75
02:43:45,76
02:43:46,77
02:43:47,78
02:43:48,77
02:43:49,76
02:43:50,75
02:43:51,74
02:43:54,74
02:43:55,74
02:43:58,74
02:44:01,74
02:44:04,75
02:44:05,96
02:44:06,100
02:44:07,101
02:44:08,100
02:44:09,100
02:44:12,100
02:44:15,100
02:44:18,100
02:44:21,100
02:44:24,101
02:44:27,101
02:44:30,101
02:44:33,101
02:44:36,101
02:44:39,101
02:44:42,101
02:44:45,101
02:44:48,101
02:44:51,101
02:44:54,101
02:44:57,101
02:44:58,101
02:45:01,101
02:45:04,101
02:45:07,101
02:45:10,101
02:45:13,101
02:45:16,101
02:45:19,102
02:45:22,102
02:45:25,102
02:45:28,102
02:45:31,102
02:45:34,102
02:45:37,102
02:45:40,102
02:45:43,102
02:45:46,102
02:45:49,102
02:45:52,102
02:45:55,102
02:45:58,102
02:46:01,102
02:46:04,102
02:46:07,102
02:46:10,102
02:46:13,102
02:46:16,102
02:46:17,102
02:46:20,101
02:46:22,100
02:46:23,99
02:46:24,98
02:46:25,97
02:46:26,96
02:46:28,96
02:46:30,96
02:46:31,97
02:46:34,97
02:46:37,97
02:46:40,97
02:46:43,97
02:46:46,97
02:46:48,96
02:46:49,93
02:46:50,91
02:46:52,90
02:46:54,90
02:46:57,90
02:47:00,90
02:47:03,90
02:47:06,90
02:47:09,90
02:47:12,90
02:47:15,90
02:47:16,90
02:47:19,90
02:47:22,90
02:47:25,90
02:47:28,90
02:47:31,90
02:47:34,90
02:47:37,90
02:47:40,90
02:47:43,90
02:47:46,90
02:47:47,90
02:47:50,90
02:47:52,89
02:47:53,88
02:47:54,87
02:47:55,86
02:47:56,85
02:47:57,85
02:47:58,84
02:47:59,84
02:48:02,84
02:48:05,84
02:48:08,84
02:48:11,80
02:48:12,77
02:48:13,74
02:48:14,74
02:48:17,74
02:48:20,71
02:48:21,70
02:48:22,68
02:48:23,67
02:48:24,66
02:48:25,65
02:48:26,64
02:48:27,63
02:48:28,62
02:48:29,59
02:48:32,59
02:48:35,59
02:48:38,59
02:48:39,60
02:48:40,61
02:48:41,61
02:48:42,61
02:48:45,61
02:48:46,60
02:48:49,59
02:48:52,59
02:48:54,60
02:48:55,60
02:48:56,59
02:48:59,59
02:49:00,59
02:49:03,59
02:49:06,59
02:49:09,59
02:49:10,60
02:49:13,60
02:49:16,60
02:49:18,59
02:49:19,58
02:49:20,58
02:49:23,58
02:49:25,59
02:49:26,59
02:49:28,58
02:49:29,57
02:49:30,56
02:49:31,56
02:49:32,55
02:49:34,55
02:49:36,55
02:49:39,56
02:49:42,57
02:49:45,57
02:49:48,58
02:49:50,59
02:49:51,60
02:49:52,60
02:49:53,59
02:49:56,59
02:49:57,60
02:50:00,60
02:50:02,61
02:50:05,61
02:50:06,62
02:50:09,62
02:50:11,62
02:50:14,62
02:50:17,62
02:50:20,62
02:50:23,62
02:50:26,62
02:50:28,60
02:50:29,59
02:50:30,59
02:50:31,58
02:50:32,57
02:50:33,56
02:50:36,56
02:50:37,57
02:50:40,57
02:50:43,58
02:50:46,58
02:50:49,58
02:50:52,58
02:50:53,58
02:50:56,58
02:50:59,58
02:51:01,59
02:51:04,58
02:51:07,58
02:51:09,57
02:51:10,58
02:51:13,58
02:51:16,58
02:51:19,59
02:51:20,59
02:51:21,60
02:51:22,61
02:51:23,62
02:51:24,63
02:51:25,62
02:51:27,61
02:51:28,60
02:51:30,59
02:51:33,59
02:51:35,57
02:51:38,58
02:51:41,58
02:51:42,58
02:51:43,57
02:51:46,56
02:51:47,56
02:51:50,56
02:51:52,56
02:51:55,56
02:51:58,56
02:52:01,56
02:52:04,56
02:52:07,56
02:52:10,56
02:52:13,56
02:52:16,56
02:52:19,56
02:52:22,56
02:52:25,56
02:52:28,56
02:52:31,56
02:52:34,56
02:52:37,56
02:52:39,59
02:52:40,61
02:52:41,62
02:52:42,62
02:52:45,62
02:52:46,61
02:52:47,62
02:52:50,62
02:52:53,62
02:52:54,63
02:52:57,63
02:52:58,63
02:53:00,62
02:53:03,62
02:53:06,62
02:53:08,66
02:53:09,70
02:53:10,70
02:53:11,73
02:53:12,73
02:53:14,70
02:53:15,67
02:53:16,65
02:53:17,64
02:53:18,62
02:53:19,61
02:53:21,61
02:53:24,61
02:53:27,61
02:53:30,61
02:53:32,64
02:53:33,64
02:53:36,64
02:53:37,62
02:53:38,61
02:53:39,60
02:53:40,61
02:53:42,62
02:53:43,61
02:53:45,60
02:53:46,59
02:53:48,58
02:53:51,58
02:53:54,58
02:53:55,58
02:53:58,58
02:54:01,58
02:54:04,58
02:54:07,58
02:54:10,58
02:54:13,58
02:54:16,58
02:54:18,57
02:54:21,57
02:54:24,57
02:54:25,58
02:54:26,61
02:54:27,61
02:54:28,63
02:54:29,63
02:54:32,63
02:54:33,61
02:54:34,60
02:54:35,60
02:54:36,59
02:54:37,60
02:54:40,60
02:54:43,60
02:54:44,59
02:54:47,59
02:54:48,58
02:54:51,58
02:54:54,58
02:54:57,58
02:54:58,57
02:55:00,57
02:55:02,57
02:55:04,58
02:55:07,58
02:55:10,59
02:55:13,59
02:55:14,59
02:55:16,58
02:55:17,58
02:55:18,58
02:55:20,59
02:55:23,59
02:55:26,59
02:55:27,60
02:55:30,59
02:55:31,59
02:55:32,58
02:55:35,58
02:55:38,58
02:55:40,59
02:55:41,58
02:55:44,57
02:55:46,56
02:55:49,56
02:55:52,56
02:55:55,56
02:55:58,56
02:56:00,55
02:56:02,54
02:56:05,54
02:56:06,55
02:56:09,55
02:56:10,56
02:56:13,57
02:56:16,57
02:56:17,56
02:56:20,56
02:56:21,55
02:56:23,56
02:56:25,55
02:56:28,55
02:56:30,56
02:56:31,56
02:56:34,57
02:56:37,57
02:56:40,58
02:56:41,59
02:56:42,58
02:56:43,56
02:56:44,55
02:56:47,55
02:56:48,56
02:56:50,57
02:56:53,57
02:56:55,58
02:56:58,59
02:57:01,58
02:57:04,57
02:57:07,57
02:57:10,57
02:57:11,58
02:57:14,58
02:57:15,57
02:57:18,57
02:57:21,56
02:57:24,55
02:57:26,55
02:57:28,55
02:57:29,55
02:57:30,55
02:57:33,55
02:57:34,56
02:57:37,56
02:57:38,56
02:57:41,56
02:57:42,57
02:57:45,57
02:57:46,57
02:57:48,56
02:57:51,57
02:57:54,57
02:57:56,56
02:57:59,57
02:58:02,57
02:58:05,57
02:58:08,57
02:58:11,58
02:58:14,58
02:58:15,59
02:58:18,58
02:58:21,58
02:58:24,58
02:58:25,57
02:58:28,57
02:58:29,58
02:58:30,58
02:58:31,56
02:58:32,55
02:58:33,54
02:58:36,55
02:58:38,56
02:58:40,57
02:58:41,58
02:58:42,58
02:58:43,56
02:58:44,55
02:58:45,54
02:58:46,53
02:58:47,52
02:58:48,54
02:58:49,54
02:58:51,55
02:58:54,55
02:58:57,54
02:58:58,53
02:59:01,53
02:59:04,53
02:59:06,52
02:59:09,52
02:59:10,53
02:59:13,53
02:59:16,53
02:59:19,54
02:59:20,53
02:59:23,54
02:59:24,54
02:59:25,55
02:59:26,56
02:59:29,55
02:59:31,54
02:59:33,55
02:59:36,55
02:59:39,55
02:59:42,55
02:59:43,56
02:59:44,55
02:59:47,55
02:59:49,54
02:59:51,54
02:59:54,55
02:59:55,56
02:59:56,57
02:59:57,55
02:59:58,54
03:00:00,53
03:00:03,53
03:00:06,53
03:00:09,53
03:00:10,52
03:00:13,52
03:00:14,53
03:00:17,53
03:00:18,54
03:00:21,54
03:00:22,55
03:00:24,56
03:00:27,55
03:00:30,55
03:00:33,55
03:00:36,55
03:00:39,55
03:00:42,55
03:00:43,54
03:00:46,54
03:00:49,54
03:00:52,55
03:00:55,56
03:00:56,56
03:00:57,55
03:00:58,54
03:00:59,53
03:01:01,52
03:01:04,53
03:01:07,53
03:01:08,54
03:01:10,55
